food;water;days;money
375;410;27;15030
420;448;27;14540
448;473;28;14150
369;410;30;15240
475;495;28;13705
408;438;27;14670
379;415;28;14965
349;390;28;15530
419;450;29;14550
414;443;27;14595
349;390;28;15555
351;390;27;15490
415;445;28;14605
369;405;27;15275
474;493;27;13760
459;485;30;13935
361;400;28;15370
463;486;28;13920
345;385;27;15555
417;445;27;14520
403;435;28;14790
437;465;29;14295
412;443;28;14485
460;483;28;13965
455;480;29;14010
364;403;28;15330
327;370;27;15855
402;433;27;14795
387;420;27;14980
393;425;27;14915
454;478;28;13970
403;435;28;14705
440;468;29;14195
387;420;27;15020
391;425;28;14955
345;385;27;15600
413;445;29;14625
369;405;27;15275
367;405;28;15270
405;435;27;14755
381;415;27;15105
381;415;27;15105
449;475;29;14110
517;530;28;13170
402;433;27;14665
374;413;29;15135
397;430;28;14875
409;440;28;14670
417;445;27;14520
471;491;27;13745
438;463;27;14295
445;470;28;14120
447;470;27;14155
315;360;27;16010
393;425;27;14905
429;455;27;14410
440;468;29;14230
369;405;27;15235
447;470;27;14160
390;423;27;14905
415;445;28;14475
421;450;28;14535
427;455;28;14445
427;455;28;14450
423;450;27;14480
471;490;27;13830
375;410;27;15150
447;470;27;14155
369;405;27;15260
355;395;28;15455
436;463;28;14280
343;385;28;15635
408;438;27;14560
426;453;27;14470
414;443;27;14620
369;405;27;15255
450;473;27;14110
411;440;27;14610
447;470;27;14095
389;425;29;14955
387;420;27;14960
504;518;27;13335
419;450;29;14515
459;480;27;13970
435;460;27;14340
421;451;28;14520
399;430;27;14850
368;408;29;15240
349;390;28;15540
441;465;27;14245
369;405;27;15255
387;421;27;14955
369;405;27;15245
351;390;27;15510
405;435;27;14765
397;430;28;14760
412;443;28;14615
367;405;28;15295
319;365;28;15965
355;395;28;15455
425;455;29;14455
399;430;27;14850
423;450;27;14510
423;450;27;14400
298;348;28;16150
349;390;28;15540
381;415;27;15035
432;458;27;14380
438;463;27;14285
378;413;27;15135
414;443;27;14565
407;440;29;14725
403;435;28;14725
373;410;28;15210
409;440;28;14675
366;403;27;15295
441;465;27;14225
369;405;27;15260
413;445;29;14575
424;453;28;14315
409;440;28;14610
411;440;27;14620
439;465;28;14275
369;405;27;15275
387;420;27;15000
393;425;27;14905
399;430;27;14820
409;440;28;14625
480;498;27;13640
410;443;29;14610
434;463;29;14235
412;443;28;14645
375;410;27;15175
339;380;27;15630
466;488;28;13880
339;380;27;15630
399;430;27;14835
375;410;27;15190
412;443;28;14605
429;455;27;14365
375;410;27;15190
387;420;27;14945
357;395;27;15425
351;390;27;15515
412;443;28;14600
436;463;28;14310
372;408;27;15230
426;453;27;14470
421;451;28;14505
378;413;27;15145
381;415;27;15105
357;395;27;15425
445;471;28;14165
479;500;29;13650
364;403;28;15215
341;385;29;15605
439;465;28;14275
333;375;27;15715
418;448;28;14575
351;390;27;15510
414;443;27;14640
477;496;27;13715
357;395;27;15370
381;415;27;15090
423;450;27;14470
419;450;29;14460
401;435;29;14735
403;435;28;14755
351;390;27;15490
333;375;27;15725
423;450;27;14495
451;475;28;14095
381;415;27;15090
379;415;28;15130
438;463;27;14275
397;430;28;14810
459;480;27;13930
340;383;28;15670
505;520;28;13270
433;460;28;14270
402;433;27;14755
423;450;27;14510
418;448;28;14575
418;448;28;14530
375;410;27;15145
417;445;27;14435
409;440;28;14625
349;390;28;15540
379;415;28;15125
377;415;29;15005
409;440;28;14705
414;443;27;14625
369;405;27;15205
474;493;27;13695
417;445;27;14520
397;430;28;14810
343;385;28;15640
426;453;27;14415
391;425;28;14935
342;383;27;15630
397;430;28;14845
363;400;27;15320
441;465;27;14240
325;370;28;15840
411;440;27;14605
406;438;28;14620
417;445;27;14435
367;405;28;15275
381;415;27;15065
369;405;27;15260
415;445;28;14585
393;425;27;14890
435;460;27;14230
345;385;27;15585
372;408;27;15205
388;423;28;14945
393;425;27;14895
387;420;27;15000
375;410;27;15170
440;468;29;14200
421;450;28;14530
450;473;27;14055
363;400;27;15345
403;435;28;14755
405;435;27;14725
387;420;27;14990
462;483;27;13880
453;475;27;14085
355;395;28;15455
461;485;29;13945
387;420;27;14960
361;400;28;15325
381;415;27;15060
367;405;28;15300
363;400;27;15330
349;390;28;15530
400;433;28;14665
452;478;29;14080
421;450;28;14480
417;445;27;14485
409;440;28;14680
346;388;28;15570
393;425;27;14935
421;450;28;14500
393;425;27;14865
416;448;29;14520
462;483;27;13955
396;428;27;14850
381;415;27;15045
379;415;28;15115
405;435;27;14765
427;455;28;14415
405;435;27;14750
347;390;29;15550
387;420;27;15020
400;433;28;14760
472;493;28;13800
408;438;27;14630
409;441;28;14700
381;415;27;15105
381;415;27;15075
427;455;28;14450
357;395;27;15400
333;375;27;15770
405;436;27;14755
401;435;29;14795
385;420;28;14990
399;430;27;14775
455;480;29;14005
465;486;27;13885
402;433;27;14805
394;428;28;14845
375;410;27;15190
426;453;27;14305
382;418;28;15080
439;465;28;14265
407;440;29;14715
310;358;28;16090
381;416;27;15045
441;465;27;14180
441;470;30;14195
450;473;27;14125
379;415;28;15100
479;501;29;13700
463;486;28;13910
359;400;29;15395
321;365;27;15795
394;428;28;14830
405;435;27;14745
435;460;27;14280
396;428;27;14830
378;413;27;15090
393;425;27;14935
379;415;28;15130
345;385;27;15555
369;406;27;15265
333;375;27;15785
363;400;27;15315
385;420;28;15030
357;395;27;15445
445;470;28;14165
439;465;28;14215
383;420;29;14995
424;453;28;14415
379;415;28;15110
360;398;27;15375
427;455;28;14420
401;435;29;14805
407;441;29;14720
381;415;27;15030
393;425;27;14935
445;470;28;14190
457;480;28;14025
355;395;28;15390
403;435;28;14760
320;368;29;15920
384;418;27;15040
358;398;28;15400
391;425;28;14925
385;420;28;15045
429;455;27;14425
489;505;27;13505
391;425;28;14930
411;440;27;14665
439;465;28;14265
448;473;28;14115
351;390;27;15470
425;455;29;14415
417;445;27;14580
378;413;27;15120
392;428;29;14930
415;446;28;14490
339;380;27;15670
413;445;29;14640
433;460;28;14290
441;465;27;14255
399;430;27;14850
393;425;27;14905
411;440;27;14650
391;425;28;14900
413;445;29;14495
430;458;28;14375
373;410;28;15210
363;400;27;15300
367;405;28;15300
474;493;27;13735
432;458;27;14355
443;470;29;14160
407;440;29;14650
430;458;28;14380
345;385;27;15600
483;500;27;13600
396;428;27;14895
412;443;28;14645
385;420;28;15010
377;415;29;15140
459;480;27;13930
389;425;29;14965
447;470;27;14155
465;486;27;13850
468;488;27;13860
360;398;27;15390
363;400;27;15345
423;450;27;14480
345;385;27;15540
463;486;28;13935
385;420;28;14900
421;450;28;14515
435;461;27;14330
409;440;28;14645
369;405;27;15255
357;395;27;15415
431;460;29;14375
339;380;27;15700
375;410;27;15145
393;425;27;14875
387;420;27;14990
459;480;27;14000
325;370;28;15865
330;373;27;15815
333;375;27;15775
378;413;27;15150
345;385;27;15600
453;475;27;14055
411;440;27;14680
381;415;27;15075
381;415;27;15090
408;438;27;14720
393;425;27;14935
427;455;28;14450
481;500;28;13670
381;415;27;15090
442;468;28;14205
399;430;27;14690
369;405;27;15275
431;460;29;14370
459;480;27;14000
360;398;27;15385
386;423;29;15010
419;450;29;14520
369;405;27;15245
397;430;28;14840
375;410;27;15170
468;488;27;13820
435;460;27;14340
417;445;27;14485
417;445;27;14595
357;395;27;15445
447;470;27;14155
418;448;28;14410
412;443;28;14660
405;435;27;14750
435;460;27;14230
420;448;27;14510
427;455;28;14405
351;390;27;15500
379;415;28;15085
420;448;27;14555
455;480;29;14010
387;421;27;14995
403;435;28;14790
360;398;27;15375
421;450;28;14515
402;433;27;14795
381;415;27;14945
405;435;27;14735
477;495;27;13725
435;461;27;14340
381;415;27;15090
414;443;27;14640
379;415;28;15085
394;428;28;14860
399;430;27;14850
381;421;30;14905
383;420;29;15065
420;448;27;14510
471;490;27;13830
351;390;27;15485
397;430;28;14710
369;410;30;15220
381;415;27;15075
361;400;28;15340
403;435;28;14785
363;400;27;15340
399;430;27;14820
457;480;28;14010
445;470;28;14160
349;390;28;15540
357;395;27;15415
448;473;28;14115
378;413;27;15075
385;420;28;15020
437;465;29;14260
365;405;29;15310
375;410;27;15175
421;450;28;14480
397;430;28;14870
396;428;27;14865
363;400;27;15290
414;443;27;14565
425;456;29;14425
324;368;27;15900
405;435;27;14705
507;520;27;13250
381;415;27;15075
387;420;27;14980
450;473;27;14055
451;475;28;14035
363;400;27;15200
360;398;27;15400
339;380;27;15630
387;420;27;15005
366;403;27;15320
425;455;29;14460
301;350;28;16140
393;425;27;14935
371;410;29;15180
369;405;27;15245
357;395;27;15430
425;455;29;14425
447;470;27;14110
409;441;28;14680
372;408;27;15160
454;478;28;14050
384;418;27;15065
319;365;28;15925
342;383;27;15660
376;413;28;15155
367;405;28;15275
423;450;27;14510
405;435;27;14725
465;485;27;13855
441;466;27;14230
405;435;27;14745
409;440;28;14645
391;426;28;14860
375;410;27;15130
334;378;28;15750
477;500;30;13715
417;445;27;14580
405;435;27;14765
397;430;28;14840
351;390;27;15530
343;385;28;15640
321;365;27;15915
417;445;27;14565
346;388;28;15570
363;400;27;15340
435;461;27;14285
389;425;29;14980
435;460;27;14325
303;350;27;16210
381;420;30;15040
423;450;27;14495
415;445;28;14620
426;453;27;14470
366;403;27;15225
421;450;28;14520
412;443;28;14660
351;390;27;15460
387;420;27;15000
349;390;28;15520
448;473;28;14145
376;413;28;15165
405;435;27;14725
423;450;27;14480
477;495;27;13730
451;475;28;14090
381;415;27;15085
345;385;27;15600
511;525;28;13260
383;420;29;15055
381;415;27;15030
420;448;27;14555
417;445;27;14585
391;425;28;14935
375;410;27;15190
412;443;28;14495
439;465;28;14265
369;405;27;15260
465;485;27;13915
417;445;27;14595
409;440;28;14630
384;419;27;15020
351;390;27;15510
450;473;27;14115
412;443;28;14585
463;485;28;13905
387;420;27;14975
367;405;28;15295
417;450;30;14550
331;375;28;15810
405;435;27;14705
417;446;27;14540
454;478;28;14005
417;445;27;14565
441;465;27;14235
432;458;27;14370
401;435;29;14755
435;460;27;14340
444;468;27;14185
339;380;27;15700
451;475;28;14105
375;410;27;15150
409;440;28;14675
435;460;27;14265
375;410;27;15160
349;390;28;15540
417;445;27;14565
405;435;27;14605
379;415;28;15115
367;406;28;15140
349;390;28;15525
438;463;27;14235
421;450;28;14455
453;475;27;14070
373;410;28;15160
345;385;27;15585
424;453;28;14475
411;440;27;14570
442;468;28;14210
309;355;27;16085
364;403;28;15315
357;395;27;15445
424;453;28;14465
387;420;27;14980
419;450;29;14490
435;460;27;14265
420;448;27;14530
375;411;27;15185
339;380;27;15685
431;460;29;14375
309;355;27;16080
472;494;28;13720
387;420;27;15020
478;498;28;13655
357;395;27;15400
385;420;28;14985
399;430;27;14810
408;438;27;14705
450;473;27;14035
393;425;27;14905
397;430;28;14875
385;420;28;15030
415;445;28;14505
465;485;27;13895
443;470;29;14155
363;400;27;15320
463;485;28;13845
415;445;28;14560
273;325;27;16620
452;478;29;14080
407;440;29;14725
395;430;29;14890
411;440;27;14570
366;403;27;15300
492;508;27;13500
423;450;27;14440
436;463;28;14305
385;420;28;14995
349;390;28;15480
414;443;27;14635
381;415;27;15035
417;445;27;14435
475;496;28;13720
417;445;27;14595
387;420;27;14980
391;425;28;14905
380;418;29;15065
383;420;29;15010
393;425;27;14905
343;385;28;15640
399;430;27;14835
360;398;27;15380
413;445;29;14640
399;435;30;14785
414;443;27;14565
429;455;27;14395
429;460;30;14380
457;480;28;14020
345;385;27;15540
399;430;27;14775
373;410;28;15140
437;466;29;14220
333;375;27;15775
369;405;27;15165
327;370;27;15760
394;428;28;14860
390;428;30;14900
403;435;28;14745
387;420;27;14980
369;405;27;15200
327;370;27;15850
309;355;27;15965
411;440;27;14520
391;425;28;14895
357;395;27;15405
401;435;29;14805
348;388;27;15575
381;415;27;15090
409;440;28;14660
417;445;27;14555
375;410;27;15175
418;448;28;14515
379;415;28;15070
376;413;28;15170
439;466;28;14220
393;425;27;14775
359;400;29;15395
423;450;27;14400
399;430;27;14830
429;455;27;14425
459;485;30;13915
451;475;28;14050
417;445;27;14555
321;365;27;15955
443;470;29;14160
381;415;27;15065
432;458;27;14340
423;450;27;14435
405;436;27;14710
367;405;28;15235
325;370;28;15800
409;440;28;14620
391;425;28;14930
420;448;27;14540
391;425;28;14910
405;435;27;14655
367;405;28;15285
429;455;27;14405
399;430;27;14850
417;445;27;14595
427;455;28;14370
435;460;27;14265
348;388;27;15570
393;425;27;14920
400;433;28;14805
463;485;28;13935
402;433;27;14665
430;458;28;14310
387;420;27;14980
330;373;27;15815
416;448;29;14550
388;423;28;14990
391;425;28;14945
351;390;27;15500
387;420;27;14960
399;430;27;14820
372;408;27;15205
406;438;28;14580
459;480;27;13980
